Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
821,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598068.9364,598070.7628,1151196,1153023,19:11.9,1.8264,36.1,60.8,1.386,37.109,57.617,,1,737743.305,737743.305,1.82640329,36.1,60.8,36.1,60.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,821,1,8548,598065.74,598072.236,20,115,20191114_070000.wav,1148,1,Bm-D,NaN,1,737743.305,6.496,737743.305,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,45.11216126,737743.305,14/11/2019 7:19,6.49600178,737743.3051,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-17.49333607,2.00E-06,1.71E-06,3.28E-13,1,20,115,-5.739254114
822,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598090.8835,598094.5886,1173144,1176849,19:33.9,3.7051,44.8,81.7,3.08,46.875,74.219,,1,737743.3053,737743.3053,3.705099598,44.8,81.7,44.8,81.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,822,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3053,14/11/2019 7:19,3.705099598,737743.3053,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-7.664191106,2.99E-06,5.87E-06,3.82E-11,1,20,115,-6.640705687
823,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598093.2318,598098.3458,1175492,1180606,19:35.2,5.114,20.8,79.8,4.466,22.461,61.523,,1,737743.3053,737743.3053,5.114003643,20.8,79.8,20.8,79.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,823,1,8550,598089.74,598100.236,20,115,20191114_070000.wav,1172,1,Bm-D,NaN,1,737743.3052,10.496,737743.3054,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,301.726215,737743.3053,14/11/2019 7:19,10.4960002,737743.3054,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,12.1761307,2.94E-06,1.44E-06,9.61E-14,1,20,115,13.67535149
824,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598109.3567,598112.0181,1191617,1194278,19:51.4,2.6614,44.6,72,2.156,46.875,67.383,,1,737743.3055,737743.3055,2.661401778,44.6,72,44.6,72,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,824,1,8551,598107.74,598116.236,20,115,20191114_070000.wav,1190,1,Bm-D,NaN,1,737743.3054,8.496,737743.3055,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,72.92240873,737743.3055,14/11/2019 7:19,8.49600099,737743.3056,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-12.52661462,1.49E-06,1.38E-06,7.53E-14,1,20,115,-7.983597528
825,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598080.3423,598085.2476,1162602,1167508,19:22.3,4.9053,35.9,81.9,4.158,37.109,73.242,,1,737743.3051,737743.3052,4.905304313,35.9,81.9,35.9,81.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,825,1,8549,598079.74,598086.236,20,115,20191114_070000.wav,1162,1,Bm-D,NaN,1,737743.3051,6.496,737743.3052,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,225.6439984,737743.3051,14/11/2019 7:19,6.49600178,737743.3052,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-10.50560758,1.98E-06,1.44E-06,1.49E-13,1,20,115,2.869112019
826,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598157.3697,598164.1015,1239630,1246361,20:39.4,6.7318,39.4,89.3,5.544,41.992,76.172,,1,737743.306,737743.3061,6.731798127,39.4,89.3,39.4,89.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,826,1,8556,598157.74,598166.236,20,115,20191114_070000.wav,1240,1,Bm-D,NaN,1,737743.306,8.496,737743.3061,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,335.9167266,737743.306,14/11/2019 7:20,8.49600099,737743.3061,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-8.356067995,2.65E-06,2.04E-06,6.29E-13,1,20,115,-2.350159251
827,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598117.7098,598122.4585,1199970,1204719,19:59.7,4.7488,58.2,85.2,4.004,59.57,83.008,,1,737743.3056,737743.3056,4.748797417,58.2,85.2,58.2,85.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,827,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3056,14/11/2019 7:19,4.748797417,737743.3056,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-6.494395346,1.58E-06,1.28E-06,6.92E-14,0,20,115,1.114901117
828,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598207.664,598210.7429,1289924,1293003,21:29.7,3.0789,44.1,80.9,2.31,46.875,74.219,,1,737743.3066,737743.3066,3.078901023,44.1,80.9,44.1,80.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,828,1,8558,598205.74,598212.236,20,115,20191114_070000.wav,1288,1,Bm-D,NaN,1,737743.3066,6.496,737743.3066,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,113.3035576,737743.3066,14/11/2019 7:21,6.49600178,737743.3067,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-8.644214698,1.78E-06,3.96E-06,3.85E-11,1,20,115,-9.071503451
829,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598201.141,598205.7854,1283401,1288045,21:23.1,4.6444,29.9,70.8,3.85,30.273,65.43,,1,737743.3065,737743.3066,4.644402489,29.9,70.8,29.9,70.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,829,1,8557,598201.74,598206.236,20,115,20191114_070000.wav,1284,1,Bm-D,NaN,1,737743.3065,4.496,737743.3066,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,189.9560618,737743.3065,14/11/2019 7:21,4.644402489,737743.3066,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,5.611961448,2.50E-06,1.41E-06,2.04E-13,1,20,115,7.679208794
830,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598196.027,598198.3231,1278287,1280583,21:18.0,2.2961,31.4,59.2,1.848,32.227,52.734,,1,737743.3065,737743.3065,2.296105027,31.4,59.2,31.4,59.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,830,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3065,14/11/2019 7:21,2.296105027,737743.3065,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-3.591538166,2.57E-06,1.63E-06,2.56E-13,0,20,115,5.440710801
831,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598235.5304,598241.0619,1317790,1323322,21:57.5,5.5315,30.5,78.4,4.928,32.227,70.312,,1,737743.3069,737743.307,5.531502888,30.5,78.4,30.5,78.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,831,1,8559,598233.74,598242.236,20,115,20191114_070000.wav,1316,1,Bm-D,NaN,1,737743.3069,8.496,737743.307,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,264.9589883,737743.3069,14/11/2019 7:21,8.49600099,737743.307,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.490759995,1.39E-06,1.31E-06,7.68E-14,1,20,115,-10.96270174
832,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598248.3677,598251.864,1330628,1334124,22:10.4,3.4963,33.4,74.9,3.08,35.156,69.336,,1,737743.3071,737743.3071,3.496299684,33.4,74.9,33.4,74.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,832,1,8560,598247.74,598252.236,20,115,20191114_070000.wav,1330,1,Bm-D,NaN,1,737743.3071,4.496,737743.3071,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,145.0964369,737743.3071,14/11/2019 7:22,4.49600257,737743.3071,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,1.678279504,1.94E-06,1.34E-06,1.10E-13,1,20,115,5.064554911
833,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598267.3925,598271.8803,1349652,1354140,22:29.4,4.4878,29.9,83.7,3.696,32.227,75.195,,1,737743.3073,737743.3073,4.48779501,29.9,83.7,29.9,83.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,833,1,8561,598265.74,598272.236,20,115,20191114_070000.wav,1348,1,Bm-D,NaN,1,737743.3073,6.496,737743.3073,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,241.4433715,737743.3073,14/11/2019 7:22,6.49600178,737743.3074,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-6.460977892,1.92E-06,3.15E-06,1.21E-11,1,20,115,-9.0673245
834,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598273.2371,598278.9252,1355497,1361185,22:35.2,5.6881,21,73.2,4.312,23.438,60.547,,1,737743.3074,737743.3074,5.688100308,21,73.2,21,73.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,834,1,8562,598271.74,598278.236,20,115,20191114_070000.wav,1354,1,Bm-D,NaN,1,737743.3073,6.496,737743.3074,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,274.5194766,737743.3074,14/11/2019 7:22,6.49600178,737743.3074,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,11.78859112,3.09E-06,1.57E-06,2.17E-13,1,20,115,10.26054299
835,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598305.9566,598308.4614,1388217,1390721,23:09.0,2.5048,16.1,71.4,2.156,17.578,63.477,,1,737743.3077,737743.3078,2.504804358,16.1,71.4,16.1,71.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,835,1,8563,598299.74,598314.236,20,115,20191114_070000.wav,1382,1,Bm-D,NaN,1,737743.3077,14.496,737743.3078,14.49599862,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,138.515681,737743.3077,14/11/2019 7:23,14.49599862,737743.3079,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-0.769204376,1.30E-06,1.17E-06,5.51E-14,1,20,115,-5.338466988
836,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598324.8472,598328.2914,1407107,1410551,23:27.8,3.4442,35.3,75.7,3.234,36.133,70.312,,1,737743.308,737743.308,3.444197774,35.3,75.7,35.3,75.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,836,1,8564,598323.74,598330.236,20,115,20191114_070000.wav,1406,0.99,Bm-D,NaN,1,737743.3079,6.496,737743.308,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,139.1455901,737743.308,14/11/2019 7:23,6.49600178,737743.308,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-11.37824392,1.37E-06,1.20E-06,1.35E-13,1,20,115,-6.663017523
837,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598390.5079,598393.8999,1472768,1476160,24:32.5,3.392,48.9,83.7,2.926,50.781,79.102,,1,737743.3087,737743.3087,3.391995281,48.9,83.7,48.9,83.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,837,1,8566,598389.74,598396.236,20,115,20191114_070000.wav,1472,0.99,Bm-D,NaN,1,737743.3087,6.496,737743.3088,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,118.0414358,737743.3087,14/11/2019 7:24,6.49600178,737743.3088,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-12.43604642,1.27E-06,1.53E-06,8.25E-13,1,20,115,-10.9766135
838,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598398.8574,598402.5103,1481117,1484770,24:41.9,3.6529,40.2,66,3.08,41.016,62.5,,1,737743.3088,737743.3089,3.652897105,40.2,66,40.2,66,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,838,1,8567,598397.74,598404.236,20,115,20191114_070000.wav,1480,1,Bm-D,NaN,1,737743.3088,6.496,737743.3089,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,94.2447453,737743.3088,14/11/2019 7:24,6.49600178,737743.3089,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-11.08129321,1.34E-06,1.46E-06,9.09E-13,1,20,115,-18.18385553
839,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598423.5405,598427.9761,1505800,1510236,25:05.5,4.4357,30.3,72.4,3.85,32.227,68.359,,1,737743.3091,737743.3091,4.435703158,30.3,72.4,30.3,72.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,839,1,8568,598423.74,598430.236,20,115,20191114_070000.wav,1506,1,Bm-D,NaN,1,737743.3091,6.496,737743.3092,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,186.743103,737743.3091,14/11/2019 7:25,6.49600178,737743.3092,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,0.726851941,1.52E-06,1.21E-06,9.98E-14,1,20,115,-0.030946762
840,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598453.3897,598457.721,1535650,1539981,25:35.4,4.3313,42.5,91.8,3.542,44.922,83.984,,1,737743.3094,737743.3095,4.331298172,42.5,91.8,42.5,91.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,840,1,8569,598445.74,598460.236,20,115,20191114_070000.wav,1528,1,Bm-D,NaN,1,737743.3094,14.496,737743.3095,14.49599862,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,213.5329999,737743.3094,14/11/2019 7:25,14.49599862,737743.3096,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-15.43010678,1.36E-06,1.32E-06,1.02E-13,1,20,115,-18.17447338
841,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598474.1068,598483.5521,1556367,1565812,25:56.1,9.4453,45,89.7,7.392,47.852,82.031,,1,737743.3097,737743.3098,9.445301816,45,89.7,45,89.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,841,1,8571,598473.74,598486.236,20,115,20191114_070000.wav,1556,1,Bm-D,NaN,1,737743.3097,12.496,737743.3098,12.49599941,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,422.2049912,737743.3097,14/11/2019 7:25,12.49599941,737743.3098,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,9.07134958,1.92E-06,1.20E-06,4.25E-14,1,20,115,10.84579053
842,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598466.9054,598469.2015,1549165,1551461,25:49.9,2.2961,47.2,75.3,1.694,48.828,71.289,,1,737743.3096,737743.3096,2.296105027,47.2,75.3,47.2,75.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,842,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3096,14/11/2019 7:25,2.296105027,737743.3096,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-6.304247513,1.52E-06,1.54E-06,2.90E-13,0,20,115,-29.35765342
843,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598568.5004,598570.2224,1650760,1652482,27:30.5,1.7221,39.4,78.6,1.386,41.992,70.312,,1,737743.3108,737743.3108,1.722098887,39.4,78.6,39.4,78.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,843,1,8574,598565.74,598572.236,20,115,20191114_070000.wav,1648,1,Bm-D,NaN,1,737743.3107,6.496,737743.3108,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,67.50627637,737743.3108,14/11/2019 7:27,6.49600178,737743.3108,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-24.72256826,1.36E-06,1.25E-06,7.43E-14,1,20,115,-8.319929988
844,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598605.7543,598609.7203,1688014,1691980,28:08.8,3.966,33.6,71.4,3.388,35.156,68.359,,1,737743.3112,737743.3113,3.966001421,33.6,71.4,33.6,71.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,844,1,8576,598605.74,598612.236,20,115,20191114_070000.wav,1688,0.99,Bm-D,NaN,1,737743.3112,6.496,737743.3113,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,149.9148537,737743.3112,14/11/2019 7:28,6.49600178,737743.3113,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,1.952032658,1.72E-06,1.16E-06,9.58E-14,1,20,115,5.100732864
845,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598622.5576,598624.5928,1704818,1706853,28:24.6,2.0352,46,79,1.694,48.828,75.195,,1,737743.3114,737743.3114,2.035203204,46,79,46,79,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,845,1,8577,598621.74,598626.236,20,115,20191114_070000.wav,1704,0.99,Bm-D,NaN,1,737743.3114,4.496,737743.3114,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,67.16170572,737743.3114,14/11/2019 7:28,4.49600257,737743.3114,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-10.67802848,1.27E-06,1.20E-06,4.63E-14,1,20,115,-9.508756871
846,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598649.5368,598652.6156,1731797,1734876,28:51.5,3.0789,41.3,77.4,2.772,42.969,73.242,,1,737743.3117,737743.3117,3.078901023,41.3,77.4,41.3,77.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,846,1,8578,598645.74,598654.236,20,115,20191114_070000.wav,1728,0.99,Bm-D,NaN,1,737743.3117,8.496,737743.3118,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,111.1483269,737743.3117,14/11/2019 7:28,8.49600099,737743.3118,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,6.74712304,1.25E-06,1.03E-06,2.01E-14,1,20,115,3.746767299
847,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598703.4895,598706.3597,1785750,1788620,29:45.5,2.8701,37.5,78.8,2.464,40.039,73.242,,1,737743.3123,737743.3124,2.870101109,37.5,78.8,37.5,78.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,847,1,8581,598699.74,598708.236,20,115,20191114_070000.wav,1782,1,Bm-D,NaN,1,737743.3123,8.496,737743.3124,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,118.5351758,737743.3123,14/11/2019 7:29,8.49600099,737743.3124,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-5.130432484,1.30E-06,1.18E-06,1.16E-13,1,20,115,-8.795484062
848,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598700.1498,598702.7068,1782410,1784967,29:42.1,2.557,38,63.7,2.156,39.062,60.547,,1,737743.3123,737743.3123,2.556996793,38,63.7,38,63.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,848,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3123,14/11/2019 7:29,2.556996793,737743.3123,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-18.29418601,1.58E-06,1.51E-06,4.23E-13,0,20,115,-20.52710651
849,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598776.1689,598778.8303,1858429,1861090,30:58.2,2.6614,44.6,70.1,2.31,46.875,66.406,,1,737743.3132,737743.3132,2.661401778,44.6,70.1,44.6,70.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,849,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3132,14/11/2019 7:30,2.661401778,737743.3132,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-12.76969126,1.43E-06,1.37E-06,1.95E-13,0,20,115,-17.0542757
850,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598780.3437,598783.4747,1862604,1865735,31:02.3,3.131,39,71.4,2.772,40.039,68.359,,1,737743.3132,737743.3133,3.131002933,39,71.4,39,71.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,850,1,8583,598775.74,598784.236,20,115,20191114_070000.wav,1858,1,Bm-D,NaN,1,737743.3132,8.496,737743.3133,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,101.444495,737743.3132,14/11/2019 7:31,8.49600099,737743.3133,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-23.46521584,1.23E-06,1.22E-06,8.95E-14,1,20,115,-28.43134492
851,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598803.7743,598807.5838,1886034,1889844,31:26.8,3.8094,52,88.1,3.388,53.711,84.961,,1,737743.3135,737743.3135,3.809404001,52,88.1,52,88.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,851,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3135,14/11/2019 7:31,3.809404001,737743.3135,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-8.808321486,1.60E-06,1.44E-06,3.34E-13,0,20,115,-11.13887808
852,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598886.9091,598889.5705,1969169,1971831,32:49.9,2.6614,35.7,69.5,2.156,37.109,64.453,,1,737743.3145,737743.3145,2.661401778,35.7,69.5,35.7,69.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,852,1,8586,598885.74,598892.236,20,115,20191114_070000.wav,1968,1,Bm-D,NaN,1,737743.3144,6.496,737743.3145,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,89.95538011,737743.3145,14/11/2019 7:32,6.49600178,737743.3145,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.71602587,1.22E-06,1.11E-06,6.00E-14,1,20,115,-6.623974948
853,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598904.443,598907.2088,1986703,1989469,33:06.4,2.7658,26.6,53.6,2.156,29.297,50.781,,1,737743.3147,737743.3147,2.765796706,26.6,53.6,26.6,53.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,853,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737743.3147,14/11/2019 7:33,2.765796706,737743.3147,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,1.394315637,2.65E-06,1.62E-06,3.52E-13,0,20,115,4.722061159
854,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598940.9198,598945.6686,2023180,2027929,33:43.9,4.7488,48.9,86,3.696,51.758,80.078,,1,737743.3151,737743.3151,4.748797417,48.9,86,48.9,86,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,854,1,8589,598939.74,598946.236,20,115,20191114_070000.wav,2022,1,Bm-D,NaN,1,737743.3151,6.496,737743.3151,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,169.8063984,737743.3151,14/11/2019 7:33,6.49600178,737743.3152,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.403231279,1.81E-06,1.23E-06,1.55E-13,1,20,115,3.412841653
855,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,598958.6624,598962.211,2040922,2044471,34:00.7,3.5485,33,70.8,2.926,34.18,65.43,,1,737743.3153,737743.3153,3.548502177,33,70.8,33,70.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,855,1,8590,598957.74,598964.236,20,115,20191114_070000.wav,2040,1,Bm-D,NaN,1,737743.3153,6.496,737743.3154,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,134.1333823,737743.3153,14/11/2019 7:34,6.49600178,737743.3154,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,7.25302343,1.66E-06,1.11E-06,8.67E-14,1,20,115,5.391575936
856,Spectrogram 1,1,20191114_070000.wav,20191114_070000.wav,599023.9259,599025.9611,2106186,2108221,35:06.9,2.0352,29.7,61.7,1.848,33.203,57.617,,1,737743.3161,737743.3161,2.035203204,29.7,61.7,29.7,61.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,856,1,8591,599021.74,599028.236,20,115,20191114_070000.wav,2104,0.99,Bm-D,NaN,1,737743.316,6.496,737743.3161,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,65.12650251,737743.3161,14/11/2019 7:35,6.49600178,737743.3161,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-0.983340215,1.23E-06,1.09E-06,4.44E-14,1,20,115,-3.635595011
